25
18,11,34.41
18,12,31.73
18,13,39.07
18,14,39.1
18,15,11.06
18,16,17.36
18,17,14.23
18,19,15.86
18,20,7.68
18,21,16.49
18,22,9.27
18,23,11.72
18,24,13.7
19,0,34.09
19,1,22.22
19,2,32.54
19,3,23.27
19,4,30.93
19,5,28.81
19,6,26.66
19,7,26.79
19,8,32.54
19,9,24.96
19,10,28.32
19,11,20.52
19,12,17.63
19,13,25.41
19,14,24.6
19,15,12.55
19,16,6.4
19,17,5.54
19,18,15.86
19,20,9.06
19,21,12.39
19,22,12.82
19,23,6.38
19,24,7.14
20,0,40.12
20,1,29.48
20,2,40.67
20,3,31.41
20,4,39.07
20,5,36.15
20,6,34.15
20,7,35.85
20,8,41.55
20,9,33.4
20,10,35.64
20,11,29.17
20,12,26.33
20,13,34.01
20,14,33.49
20,15,11.39
20,16,9.68
20,17,6.54
20,18,7.68
20,19,9.06
20,21,15.01
20,22,5.12
20,23,7.77
20,24,10.18
21,0,44.94
21,1,32.28
21,2,40.51
21,3,31.8
21,4,38.98
21,5,38.42
21,6,21.65
21,7,29.82
21,8,33.87
21,9,23.29
21,10,22.74
21,11,20.36
21,12,18.25
21,13,24.41
21,14,25.41
21,15,5.67
21,16,18.6
21,17,16.68
21,18,16.49
21,19,12.39
21,20,15.01
21,22,20.13
21,23,7.58
21,24,5.53
22,0,39.89
22,1,30.45
22,2,42.2
22,3,33.1
22,4,40.62
22,5,37.0
22,6,38.91
22,7,39.21
22,8,45.19
22,9,37.73
22,10,40.46
22,11,33.34
22,12,30.45
22,13,38.22
22,14,37.39
22,15,16.26
22,16,10.74
22,17,8.29
22,18,9.27
22,19,12.82
22,20,5.12
22,21,20.13
22,23,12.85
22,24,15.25
23,0,40.47
23,1,28.45
23,2,38.3
23,3,29.12
23,4,36.71
23,5,34.99
23,6,26.68
23,7,30.63
23,8,35.75
23,9,26.6
23,10,28.09
23,11,22.7
23,12,20.02
23,13,27.38
23,14,27.39
23,15,6.19
23,16,11.71
23,17,9.35
23,18,11.72
23,19,6.38
23,20,7.77
23,21,7.58
23,22,12.85
23,24,2.41
24,0,40.76
24,1,28.44
24,2,37.75
24,3,28.68
24,4,36.17
24,5,34.86
24,6,24.37
24,7,29.14
24,8,34.03
24,9,24.54
24,10,25.75
24,11,20.8
24,12,18.21
24,13,25.39
24,14,25.6
24,15,5.99
24,16,13.15
24,17,11.15
24,18,13.7
24,19,7.14
24,20,10.18
24,21,5.53
24,22,15.25
24,23,2.41
